listing_id,fit_init,variability_init,activity_init,reviews_pq,price_log,superhost,amenity_count,sentiment,entry_qtr,lifetime,censored,district,is_tourist,entry_q
9301065,1.3908565,0.3192702292871698,7.712753072291111,4.0,5.950642552587727,1,31.0,0.023371283916224127,2023Q2,5,0,Yau Tsim Mong,1,2023Q2
9351926,1.0622457,0.0798106348965026,5.197106252297558,7.0,8.181160858023409,0,33.0,0.0411301020143375,2021Q1,2,0,Islands,0,2021Q1
9532708,1.246706,0.1110661754375664,1.6094379124341005,9.0,6.816735880594968,1,59.0,0.0832451499118165,2021Q1,1,0,Central & Western,1,2021Q1
9814260,1.3078253,0.1989332752941702,7.7112485753096935,7.25,5.966146739123692,1,27.0,0.059416586536230796,2023Q2,4,0,Yau Tsim Mong,1,2023Q2
9814335,1.37477745,0.1702378612544728,7.712739878968222,4.0,6.0330862217988015,1,26.0,0.013448356886068626,2023Q2,6,0,Yau Tsim Mong,1,2023Q2
9814713,1.4070748499999999,0.2350506897291991,7.707518011328266,9.5,,1,25.0,0.05777626585112405,2023Q3,7,0,Yau Tsim Mong,1,2023Q3
9966421,1.12311365,0.1932591361499262,7.707039369664186,11.0,5.697093486505405,0,28.0,0.031324434895735304,2023Q3,8,1,Yau Tsim Mong,1,2023Q3
9989843,0.9787624500000001,0.133583900021612,7.709078626954853,12.0,5.613128106388071,0,18.0,0.0175020940614334,2023Q2,9,1,Yau Tsim Mong,1,2023Q2
9990182,1.098607825,0.1436887426571501,7.706370780244663,12.0,5.60947179518496,0,15.0,0.0419938716502299,2023Q3,8,1,Yau Tsim Mong,1,2023Q3
10007435,1.1236460333333333,0.1196190576975822,7.711066836631738,8.0,5.655991810819852,0,29.0,0.036483751557648526,2023Q2,9,1,Yau Tsim Mong,1,2023Q2
10008465,1.1092331233333332,0.1153225601726178,7.416749918167506,7.75,5.6937321388027,0,11.0,0.0103016629763712,2023Q1,10,1,Yau Tsim Mong,1,2023Q1
10262454,0.6974338,0.3289249750094264,5.274074168753801,6.25,6.111467339502679,1,49.0,0.039518158134092596,2022Q3,4,0,Islands,0,2022Q3
10913704,0.5489112333333334,0.2651580886237576,0.8958797346140277,9.75,,0,32.0,0.04065755406534573,2021Q1,7,0,Kowloon City,0,2021Q1
10977095,0.7774022199999999,0.2900818815637906,6.294720711170499,8.5,6.059123195581797,0,13.0,0.02071749501953105,2022Q3,12,1,Yau Tsim Mong,1,2022Q3
10977704,0.6300503749999999,0.2368029718422792,6.294580008147497,6.75,5.560681631015528,0,16.0,0.017027922430286425,2022Q3,12,1,Yau Tsim Mong,1,2022Q3
11098708,1.0321616466666665,0.3408063978617446,7.711079220426813,7.5,5.560681631015528,0,12.0,0.05535481875353963,2023Q2,9,1,Yau Tsim Mong,1,2023Q2
